"id" "action" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum" "subjects" "sum"
"5" "STANDING" 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059 11 0.0921508600211059
"6" "LAYING" 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421 12 -0.965207115039421
"1" "WALKING" 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318 13 -0.95440802665318
"2" "WALKING_UPSTAIRS" 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022 14 -0.938900969424022
"3" "WALKING_DOWNSTAIRS" 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816 15 0.0789381220355816
"4" "SITTING" 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025 16 0.0079481069090025
"5" "STANDING" 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666 17 -0.00467469823628666
"6" "LAYING" 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413 18 -0.63978102073413
"1" "WALKING" 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832 19 -0.607971599340832
"2" "WALKING_UPSTAIRS" 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202 20 -0.762820240449202
"3" "WALKING_DOWNSTAIRS" 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436 21 -0.0309824871713436
"4" "SITTING" 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359 22 -0.0747194855994359
"5" "STANDING" 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173 23 0.088357304227173
"6" "LAYING" 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789 24 -0.721192598029789
